1295,537,3.6052
1296,537,3.1521
1297,537,2.6624
1298,537,2.225
1299,537,1.8144
1300,538,1.3841
1301,539,1.0186
1302,539,0.63205
1303,540,0.27242
1304,541,0.040792
1305,542,0.32882
1306,543,0.54524
1307,545,0.77101
1308,546,0.91774
1309,547,1.0566
1310,549,1.183
1311,550,1.28
1312,551,1.3495
1313,553,1.3851
1314,554,1.4304
1315,555,1.4558
1316,557,1.485
1317,558,1.4566
1318,559,1.431
1319,560,1.3662
1320,561,1.3081
1321,562,1.2351
1322,563,1.1633
1323,565,1.0768
1324,566,0.97431
1325,567,0.85686
1326,568,0.76639
1327,569,0.69231
1328,570,0.60507
1329,571,0.55309
1330,572,0.51088
1331,573,0.45672
1332,574,0.42808
1333,575,0.39143
1334,576,0.38161
1335,577,0.38622
1336,578,0.36362
1337,579,0.33875
1338,580,0.34814
1339,581,0.32791
1340,582,0.29459
1341,583,0.30402
1342,584,0.24047
1343,585,0.1906
1344,586,0.14873
1345,587,0.10662
1346,588,0.092445
1347,589,0.095383
1348,590,0.13384
1349,591,0.19198
1350,592,0.25831
1351,593,0.29526
1352,594,0.35612
1353,595,0.42271
1354,596,0.43503
1355,598,0.4297
1356,599,0.35654
1357,600,0.32447
1358,601,0.26476
1359,602,0.24407
1360,603,0.19306
1361,604,0.18612
1362,605,0.13194
1363,606,0.086833
1364,607,0.075928
1365,608,0.058941
1366,609,0.056939
1367,610,0.12171
1368,611,0.1496
1369,612,0.17582
1370,613,0.26026
1371,614,0.29286
1372,615,0.37747
1373,616,0.4034
1374,618,0.43312
1375,619,0.36309
1376,620,0.33525
1377,621,0.28846
1378,622,0.24759
1379,623,0.20632
1380,624,0.17873
1381,625,0.13999
1382,626,0.10464
1383,627,0.081006
1384,628,0.075326
1385,629,0.091831
1386,630,0.12324
1387,631,0.15925
1388,632,0.21151
1389,633,0.27072
1390,634,0.31433
1391,635,0.36989
1392,636,0.43568
1393,638,0.46901
1394,639,0.42414
1395,640,0.36601
1396,641,0.30113
1397,642,0.24313
1398,643,0.18517
