1560,113,3.9798
1561,114,3.5606
1562,114,3.1213
1563,115,2.745
1564,116,2.3946
1565,117,2.095
1566,118,1.8348
1567,118,1.6037
1568,120,1.4186
1569,121,1.237
1570,122,1.0715
1571,124,0.94729
1572,125,0.81857
1573,126,0.72805
1574,127,0.6647
1575,128,0.60924
1576,130,0.52159
1577,131,0.45148
1578,132,0.41405
1579,133,0.39686
1580,134,0.39814
1581,136,0.40371
1582,137,0.34338
1583,138,0.31243
1584,139,0.24736
1585,140,0.20603
1586,141,0.16095
1587,142,0.11948
1588,143,0.097025
1589,144,0.071186
1590,145,0.067343
1591,146,0.07016
1592,147,0.11512
1593,148,0.17563
1594,149,0.23407
1595,150,0.27085
1596,151,0.28166
1597,152,0.32127
1598,153,0.36973
1599,155,0.40997
1600,156,0.37119
1601,157,0.29559
1602,158,0.25343
1603,159,0.22629
1604,160,0.17376
1605,161,0.13701
1606,162,0.11858
1607,163,0.10832
1608,164,0.10861
1609,165,0.099986
1610,166,0.13607
1611,167,0.18297
1612,168,0.23778
1613,169,0.30558
1614,170,0.33887
1615,171,0.38218
1616,173,0.38075
1617,174,0.30868
1618,175,0.25648
1619,176,0.15844
1620,177,0.115
1621,178,0.14623
1622,179,0.26341
1623,181,0.33894
1624,182,0.1393
1625,183,0.12493
1626,184,0.31515
1627,186,0.28833
1628,187,0.2828
1629,189,0.41931
1630,190,0.34538
1631,192,0.35712
1632,193,0.32877
1633,195,0.14379
1634,197,0.13375
1635,198,0.45319
1636,200,0.80155
1637,201,1.2499
1638,202,1.7936
1639,203,2.3646
1640,204,3.0006
1641,205,3.6783
2434,384,3.7181
2435,385,3.2725
2436,385,2.8843
2437,386,2.4782
2438,387,2.1653
2439,387,1.7935
2440,388,1.4766
2441,389,1.2391
2442,389,0.98821
2443,390,0.70134
2444,391,0.47752
2445,392,0.3038
2446,393,0.17646
2447,394,0.16602
2448,395,0.23513
2449,396,0.2856
2450,397,0.30944
2451,398,0.34059
2452,399,0.35652
2453,400,0.36793
2454,401,0.38686
2455,402,0.42261
2456,404,0.47702
2457,405,0.38066
2458,406,0.38735
2459,408,0.30608
2460,409,0.27097
2461,411,0.096047
2462,412,0.26
2463,414,0.3459
2464,416,0.68009
2465,417,1.0283
2466,418,1.5263
2467,420,2.0316
2468,420,2.6124
2469,422,3.1875
2470,423,3.8128
3278,2345,3.8268
3279,2345,3.4763
3280,2345,3.1759
3281,2346,2.8285
3282,2346,2.5488
3283,2347,2.2377
3284,2348,1.9647
3285,2348,1.6855
3286,2349,1.4651
3287,2349,1.2084
3288,2350,1.0048
3289,2350,0.87
3290,2351,0.62693
3291,2352,0.51233
3292,2352,0.49729
3293,2353,0.2596
3294,2354,0.16946
3295,2355,0.37282
3296,2355,0.2095
3297,2356,0.05954
3298,2357,0.29283
3299,2357,0.39183
3300,2358,0.23427
3301,2359,0.21726
3302,2360,0.37168
3303,2360,0.48415
3304,2361,0.35005
3305,2362,0.28306
3306,2363,0.27743
3307,2364,0.36204
3308,2365,0.47064
3309,2365,0.51932
3310,2366,0.42422
3311,2367,0.34301
3312,2368,0.26879
3313,2369,0.22422
3314,2370,0.21253
3315,2371,0.19911
3316,2372,0.21749
3317,2373,0.22459
3318,2374,0.22208
3319,2375,0.22418
3320,2376,0.26255
3321,2377,0.22882
3322,2378,0.26661
3323,2379,0.26649
3324,2380,0.29298
3325,2381,0.29349
3326,2382,0.29403
3327,2383,0.29506
3328,2384,0.30348
3329,2385,0.28702
3330,2386,0.29649
3331,2387,0.28692
3332,2388,0.27135
3333,2389,0.29474
3334,2390,0.28049
3335,2391,0.29742
3336,2392,0.28571
3337,2393,0.27216
3338,2394,0.2842
3339,2395,0.27674
3340,2396,0.26351
3341,2397,0.28481
3342,2398,0.29463
3343,2399,0.27672
3344,2400,0.27479
3345,2401,0.25406
3346,2402,0.23727
3347,2403,0.2222
3348,2404,0.20759
3349,2405,0.1903
3350,2406,0.1706
3351,2407,0.16558
3352,2408,0.15666
3353,2409,0.13793
3354,2410,0.12906
3355,2411,0.1381
3356,2412,0.15365
3357,2413,0.15235
3358,2414,0.16701
3359,2415,0.19607
3360,2416,0.2581
3361,2417,0.29517
3362,2417,0.27905
3363,2418,0.19285
3364,2419,0.080702
3365,2420,0.040694
3366,2421,0.1462
3367,2422,0.26861
3368,2422,0.21415
3369,2423,0.11878
3370,2424,0.1407
3371,2425,0.23127
3372,2425,0.32371
3373,2426,0.22192
3374,2427,0.18272
3375,2428,0.21432
3376,2429,0.315
3377,2429,0.26363
3378,2430,0.18331
3379,2431,0.19522
3380,2432,0.26163
3381,2432,0.2802
3382,2433,0.20021
3383,2434,0.14625
3384,2435,0.15252
3385,2436,0.21108
3386,2437,0.27831
3387,2437,0.27655
3388,2438,0.22789
3389,2439,0.1567
3390,2440,0.0908
3391,2441,0.12189
3392,2442,0.20844
3393,2442,0.30925
3394,2443,0.19641
3395,2444,0.085047
3396,2445,0.06812
3397,2446,0.18696
3398,393,0.21523
3399,394,0.0067268
3400,2448,0.038068
3401,2449,0.13879
3402,396,0.23936
3403,397,0.20199
